                                 Batter Profiles FA -- Free agents                                  
                                           Regular season                                           

Name                     Team     P Age   AVG   OBP   SPC  AB   H  2B  3B  HR   R RBI HBP  BB   K  SB  CS 
Hayden Senger                    c   28  .196  .237  .214  .452    56  11   1   0   0   2   0   3   0  14 
Cal Stevenson*                   cf  28  .250  .250  .250  .500     8   2   0   0   0   1   0   0   0   2 
C.J. Stubbs                      c   28  .000  .000  .000  .000     2   0   0   0   0   0   0   0   0   0 
Terrin Vavra*                    2b  28  .000  .000  .000  .000     1   0   0   0   0   0   0   0   0   0 
David Villar                     1b  28  .000  .333  .000  .333     4   0   0   0   0   1   0   2   0   2 
Luke Williams                    ss  28  .091  .160  .136  .296    22   2   1   0   0   3   1   1   0   6 
Drew Avans*                      lf  29  .143  .133  .143  .276    14   2   0   0   0   1   0   0   0   5 
Drew Avans*                      lf  29  .000  .000  .000  .000     1   0   0   0   0   1   0   0   0   1 
Drew Avans*                      lf  29  .154  .154  .154  .308    13   2   0   0   0   0   0   0   0   4 
Jose Azocar                      lf  29  .167  .167  .167  .333    12   2   0   0   0   0   0   0   0   1 
Jose Azocar                      rf  29  .000  .000  .000  .000     1   0   0   0   0   0   0   0   0   0 
Jose Azocar                      lf  29  .182  .182  .182  .364    11   2   0   0   0   0   0   0   0   1 
Sean Bouchard                    rf  29  .105  .227  .211  .438    19   2   0   1   0   2   0   3   0  11 
Jonah Bride                      3b  29  .188  .235  .219  .454    32   6   1   0   0   0   1   1   0  10 
Jonah Bride                      dh  29  .091  .167  .091  .258    22   2   0   0   0   1   0   2   0  10 
Trenton Brooks*                  dh  29  .154  .195  .282  .477    39   6   2   0   1   2   0   2   0  11 
Kody Clemens*                    lf  29  .000  .143  .000  .143     6   0   0   0   0   0   0   1   0   0 
Kody Clemens*                    1b  29  .223  .290  .508  .797   264  59  10   4  19  47   3  22   1  70 
Mickey Gasper#                   c   29  .143  .247  .254  .501    63   9   1   0   2   6   3   6   0  11 
Tristan Gray*                    2b  29  .179  .242  .286  .528    56  10   3   0   1   4   0   5   0  16 
Michael Helman                   cf  29  .283  .345  .491  .835    53  15   3   1   2   9   0   5   0  10 
Brewer Hicklen                   cf  29  .667  .750  .667 1.417     3   2   0   0   0   0   0   1   0   1 
Derek Hill                       cf  29  .250  .250  .250  .500     4   1   0   0   0   0   0   0   0   1 
Derek Hill                       cf  29  .237  .284  .355  .639    76  18   3   0   2   6   1   4   0  26 
Alex Jackson                     c   29  .206  .265  .381  .646    63  13   5   0   2   4   2   3   0  27 
Bryce Johnson#                   lf  29  .370  .396  .500  .896    46  17   3   0   1   6   2   0   0  12 
Daniel Johnson*                  cf  29  .174  .240  .283  .523    46   8   2   0   1   1   0   4   0  12 
Daniel Johnson*                  cf  29  .179  .233  .357  .590    28   5   2   0   1   1   0   2   0   8 
Daniel Johnson*                  cf  29  .167  .250  .167  .417    18   3   0   0   0   0   0   2   0   4 
Corey Julks                      lf  29  .400  .400  .800 1.200     5   2   2   0   0   0   0   0   0   1 
Ha-Seong Kim                     ss  29  .169  .233  .262  .494    65  11   0   0   2   6   1   5   0  16 
Ha-Seong Kim                     ss  29  .260  .362  .420  .782    50  13   2   0   2   5   1   7   0  14 
Nathaniel Lowe*                  1b  29  .313  .406  .458  .864    83  26   6   0   2  15   1  14   2  25 
Nathaniel Lowe*                  1b  29  .235  .312  .421  .732   302  71  10   2  14  59   1  33   0  83 
Jake Mangum#                     lf  29  .304  .340  .380  .721   276  84  13   1   2  29   1  14   0  47 
Miles Mastrobuoni*               3b  29  .244  .322  .274  .596   135  33   1   0   1  11   0  16   0  25 
Ryan Noda*                       1b  29  .114  .278  .182  .460    44   5   0   0   1   2   0  10   2  22 
Ryan Noda*                       rf  29  .154  .214  .154  .368    13   2   0   0   0   1   0   1   1   6 
Ryan Noda*                       1b  29  .097  .300  .194  .494    31   3   0   0   1   1   0   9   1  16 
Joshua Palacios*                 rf  29  .218  .317  .327  .645   110  24   3   0   3   9   4  12   0  28 
Jhonny Pereda                    c   29  .250  .333  .354  .688    48  12   5   0   0   4   0   6   0  13 
Jhonny Pereda                    c   29  .368  .400  .526  .926    19   7   3   0   0   1   0   1   0   5 
Jhonny Pereda                    c   29  .172  .294  .241  .535    29   5   2   0   0   3   0   5   0   8 
Logan Porter                     c   29  .143  .333  .143  .476     7   1   0   0   0   1   1   1   0   2 
Amed Rosario                     3b  29  .250  .250  .250  .500     4   1   0   0   0   0   0   0   0   3 
Amed Rosario                     3b  29  .230  .277  .344  .621    61  14   1   0   2   8   2   2   0  13 
Alan Trejo                       ss  29  .219  .235  .281  .517    32   7   2   0   0   1   0   1   0   6 
Jared Young*                     dh  29  .171  .222  .488  .710    41   7   1   0   4   6   1   2   0  16 
Miguel Andujar                   dh  30  .362  .431  .517  .948    58  21   3   0   2  11   1   6   0  13 
Miguel Andujar                   3b  30  .266  .295  .399  .694   173  46   9   1   4  22   0   8   0  20 
Orlando Arcia                    ss  30  .208  .240  .208  .448    24   5   0   0   0   1   0   1   0   7 
Orlando Arcia                    3b  30  .192  .233  .296  .529   125  24   5   1   2  10   0   7   0  29 
Alex Call                        lf  30  .263  .391  .316  .707    38  10   2   0   0   1   0   8   0   9 
Alex Call                        rf  30  .252  .377  .354  .731   127  32   6   2   1  15   6  20   0  24 
Carlos Correa                    3b  30  .305  .367  .461  .828   154  47   9   0   5  17   1  14   0  37 
Carlos Correa                    ss  30  .260  .302  .349  .651   258  67  14   0   3  20   0  16   0  51 
J.C. Escarra*                    c   30  .186  .289  .329  .618    70  13   4   0   2   9   1  10   0  10 
Freddy Fermin                    c   30  .278  .314  .371  .685    97  27   6   0   1  11   0   5   0  22 
Freddy Fermin                    c   30  .260  .316  .358  .674   123  32   6   0   2   8   2   8   0  21 
Jake Fraley*                     rf  30  .286  .318  .333  .652    21   6   1   0   0   0   0   1   0   7 
Jake Fraley*                     rf  30  .236  .332  .398  .729   161  38   8   0   6  23   1  22   1  39 
Ty France                        1b  30  .253  .329  .348  .676   253  64  12   0   4  31  15  14   0  47 
Ty France                        1b  30  .300  .333  .350  .683    60  18   3   0   0   7   2   2   0  13 
Garrett Hampson                  lf  30  .200  .200  .200  .400    10   2   0   0   0   0   0   0   0   3 
Garrett Hampson                  cf  30  .133  .188  .200  .387    15   2   1   0   0   1   0   1   0   7 
Garrett Hampson                  2b  30  .158  .333  .158  .491    19   3   0   0   0   0   0   5   0   8 
Cooper Hummel#                   lf  30  .143  .288  .143  .431    49   7   0   0   0   1   1   9   0  19 
Cooper Hummel#                   lf  30  .146  .293  .146  .439    48   7   0   0   0   1   1   9   0  18 
                                 Batter Profiles FA -- Free agents                                  
                                           Regular season                                           

                                        -------------------Versus Right-handed Pitchers------------------ 
Name                     Team     P Age   AVG   OBP   SPC   OPS    AB   H  2B  3B  HR RBI HBP  BB IBB   K 
Cooper Hummel#                   rf  30  .000  .000  .000  .000     1   0   0   0   0   0   0   0   0   1 
Danny Jansen                     c   30  .286  .388  .548  .935    42  12   2   0   3   6   1   6   0  13 
Danny Jansen                     c   30  .207  .292  .353  .645   150  31   4   0   6  19   3  15   0  35 
Isiah Kiner-Falefa               ss  30  .278  .319  .354  .673   302  84  19   2   0  24   3  15   0  54 
Isiah Kiner-Falefa               3b  30  .200  .200  .300  .500    10   2   1   0   0   3   0   0   0   3 
Ramon Laureano                   lf  30  .250  .306  .439  .745   132  33   6   2   5  21   2   9   0  39 
Ramon Laureano                   rf  30  .305  .368  .563  .930   167  51  13   0  10  31   4  13   0  49 
Nicky Lopez*                     3b  30  .059  .238  .059  .297    17   1   0   0   0   1   0   4   0   3 
Nicky Lopez*                     ss  30  .000  .000  .000  .000     5   0   0   0   0   0   0   0   0   1 
Mason McCoy                      ss  30  .167  .250  .222  .472    18   3   1   0   0   1   1   1   0   6 
Billy McKinney*                  rf  30  .211  .250  .263  .513    19   4   1   0   0   1   0   1   0   1 
Ryan McMahon*                    3b  30  .227  .327  .379  .706   132  30   8   0   4  16   2  18   0  52 
Ryan McMahon*                    3b  30  .221  .322  .433  .756   263  58  12   1  14  28   0  40   1  96 
Cedric Mullins*                  cf  30  .183  .297  .280  .577    93  17   3   0   2   7   2  14   0  29 
Cedric Mullins*                  cf  30  .204  .272  .417  .689   230  47  13   0  12  40   1  21   0  70 
Brian Navarreto                  c   30  .286  .250  .429  .679     7   2   1   0   0   2   0   0   0   2 
Dom Nunez*                       c   30  .000  .000  .000  .000     1   0   0   0   0   0   0   0   0   1 
Chuckie Robinson                 c   30  .000  .000  .000  .000     0   0   0   0   0   0   0   0   0   0 
Zack Short                       ss  30  .152  .222  .273  .495    33   5   1   0   1   2   1   2   0  10 
Nick Solak                       1b  30  .000  .000  .000  .000     3   0   0   0   0   0   0   0   0   0 
Myles Straw                      cf  30  .254  .303  .373  .677   134  34   5   1   3  17   1   9   0  22 
Rowdy Tellez*                    1b  30  .219  .257  .463  .720   160  35   6   0  11  25   1   8   0  43 
Rowdy Tellez*                    1b  30  .275  .316  .486  .802   109  30   5   0   6  22   1   6   0  30 
Matt Thaiss*                     c   30  .219  .389  .288  .677    73  16   2   0   1   7   0  21   0  20 
Matt Thaiss*                     c   30  .220  .313  .288  .602    59  13   2   1   0   7   2   6   0  20 
Chadwick Tromp                   c   30  .071  .133  .286  .419    14   1   0   0   1   1   0   1   0   4 
Chadwick Tromp                   c   30  .000  .250  .000  .250     3   0   0   0   0   0   0   1   0   1 
Chadwick Tromp                   c   30  .091  .091  .364  .455    11   1   0   0   1   1   0   0   0   3 
Weston Wilson                    lf  30  .205  .262  .385  .647    39   8   1   0   2   9   0   3   0  10 
Harrison Bader                   cf  31  .357  .408  .548  .956   115  41   8   1   4  14   1   9   0  31 
Harrison Bader                   lf  31  .266  .347  .432  .779   192  51  11   0   7  24   7  18   0  49 
Ryan Fitzgerald*                 ss  31  .250  .364  .464  .828    28   7   0   0   2   5   0   5   0   6 
Sam Haggerty#                    lf  31  .182  .276  .299  .575    77  14   1   1   2   7   1   9   0  19 
Sam Hilliard*                    lf  31  .208  .333  .438  .771    48  10   3   1   2   3   0   9   0  21 
Scott Kingery                    2b  31  .067  .176  .133  .310    15   1   1   0   0   0   0   2   0   7 
Vimael Machin*                   3b  31  .111  .200  .444  .644     9   1   0   0   1   1   0   1   0   1 
Ryan O'Hearn*                    1b  31  .254  .333  .295  .628   122  31   2   0   1   8   2  13   1  34 
Ryan O'Hearn*                    1b  31  .294  .384  .490  .874   255  75  11   0  13  40   3  36   3  48 
Pablo Reyes                      2b  31  .267  .267  .333  .600    15   4   1   0   0   0   0   0   0   5 
Brett Sullivan*                  c   31  .167  .333  .167  .500     6   1   0   0   0   2   1   1   0   3 
Ramon Urias                      2b  31  .220  .254  .322  .576    59  13   3   0   1   4   0   3   0  15 
Ramon Urias                      3b  31  .237  .286  .382  .667   186  44   9   0   6  24   2  14   0  42 
LaMonte Wade*                    1b  31  .183  .285  .298  .582   131  24   8   2   1  15   1  18   1  32 
LaMonte Wade*                    rf  31  .167  .262  .222  .485    54   9   0   0   1   2   2   5   0  20 
Donovan Walton*                  2b  31  .167  .167  .167  .333     6   1   0   0   0   1   0   0   0   1 
Jorge Alfaro                     c   32  .200  .200  .233  .433    30   6   1   0   0   2   0   0   0  11 
Greg Allen#                      cf  32  .000  .000  .000  .000    14   0   0   0   0   0   0   0   0   5 
Dairon Blanco                    cf  32  .000  .000  .000  .000     1   0   0   0   0   0   0   0   0   0 
J.D. Davis                       1b  32  .125  .125  .125  .250     8   1   0   0   0   0   0   0   0   3 
Aramis Garcia                    c   32  .000  .000  .000  .000     2   0   0   0   0   0   0   0   0   2 
Connor Joe                       rf  32  .250  .306  .344  .649    32   8   3   0   0   2   0   3   0   9 
Connor Joe                       1b  32  .000  .000  .000  .000     4   0   0   0   0   0   0   0   0   3 
